City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,san marcos,33.1434,-117.1661,29.62,41,0,3.6,US,1729709465
357,kharakvasla,18.4333,73.7667,22.42,77,26,1.45,IN,1729709745
358,san pedro pochutla,15.7333,-96.4667,32.62,69,99,2.86,MX,1729709746
359,nelson bay,-32.7167,152.15,20.0,76,1,4.92,AU,1729709748
360,besikduzu,41.052,39.2284,12.17,80,86,2.07,TR,1729709749
361,geidam,12.897,11.9304,30.3,12,12,3.47,NG,1729709750
362,ciudad lazaro cardenas,17.9583,-102.2,29.98,70,23,3.88,MX,1729709482
363,lovington,32.944,-103.3485,29.46,16,0,1.34,US,1729709752
364,gazipasa,36.2694,32.3179,17.05,59,0,2.57,TR,1729709753
365,uturoa,-16.7333,-151.4333,26.95,80,100,6.55,PF,1729709754
366,byron bay,-28.65,153.6167,18.01,97,98,1.91,AU,1729709755
367,puerto baquerizo moreno,-0.9,-89.6,24.55,73,40,7.2,EC,1729709738
368,lata,40.1629,-8.3327,17.29,71,0,1.81,PT,1729709759
369,guerrero negro,27.9769,-114.0611,24.83,53,0,6.12,MX,1729709760
370,tenno,39.9,139.9667,17.48,70,39,9.44,JP,1729709761
371,mokhsogollokh,61.4681,128.9203,-10.45,96,94,2.58,RU,1729709762
372,san andres,12.5847,-81.7006,31.01,70,20,3.09,CO,1729709702
373,mandal,25.45,74.5667,24.59,26,1,3.32,IN,1729709552
374,yuzhno-kurilsk,44.0306,145.8556,16.35,90,100,9.06,RU,1729709766
375,tupiza,-21.45,-65.7167,26.23,6,5,6.93,BO,1729709767
376,culebra,18.303,-65.301,32.22,70,15,0.89,PR,1729709768
377,ketchikan,55.3422,-131.6461,7.99,93,100,2.06,US,1729709678
378,inirida,3.8653,-67.9239,30.56,64,100,1.59,CO,1729709770
379,uniao da vitoria,-26.23,-51.0864,23.15,94,85,0.64,BR,1729709771
380,puerto cabezas,14.0351,-83.3888,32.98,70,75,6.17,NI,1729709701
381,san vicente de chucuri,6.881,-73.4098,27.29,80,99,2.14,CO,1729709774
382,malpica,43.3228,-8.8105,16.24,100,0,1.63,ES,1729709775
383,kapit,2.0167,112.9333,22.84,98,100,0.67,MY,1729709776
384,banda aceh,5.5577,95.3222,26.91,81,91,4.91,ID,1729709777
385,salaverry,-8.2333,-78.9667,18.21,86,71,4.69,PE,1729709778
386,zabid,14.1951,43.3152,32.26,50,72,1.29,YE,1729709779
387,gadzhiyevo,69.2551,33.3362,2.84,90,17,3.27,RU,1729709780
388,kerikeri,-35.2268,173.9474,9.95,93,24,0.68,NZ,1729709781
389,raduzhny,62.0961,77.475,-0.13,93,100,5.11,RU,1729709784
390,polokwane,-23.9045,29.4688,19.47,83,0,2.06,ZA,1729709785
391,sola,-13.8833,167.55,26.75,79,20,4.62,VU,1729709786
392,sao felix do xingu,-6.6447,-51.995,38.2,25,100,2.59,BR,1729709541
393,ivatsevichy,52.709,25.3401,7.58,81,0,4.19,BY,1729709788
394,tianfu,37.1936,122.0511,9.85,64,0,1.44,CN,1729709789
395,tughyl,47.7252,84.2063,10.08,65,100,0.28,KZ,1729709790
396,kralendijk,12.15,-68.2667,32.99,58,20,7.72,BQ,1729709792
397,mount pearl,47.5166,-52.7813,13.19,60,40,12.86,CA,1729709793
398,natchitoches,31.7668,-93.1335,30.99,35,0,0.0,US,1729709795
399,kulhudhuffushi,6.6221,73.07,27.61,81,100,6.46,MV,1729709796
400,ust-tsilma,65.441,52.1498,5.11,96,100,4.52,RU,1729709797
401,camana,-16.6228,-72.7111,20.61,73,1,5.48,PE,1729709798
402,tisul',55.7611,88.3122,0.79,99,100,1.57,RU,1729709800
403,ribeira brava,32.65,-17.0667,23.17,80,100,0.93,PT,1729709801
404,berezovyy,51.6667,135.7,-1.56,96,100,1.48,RU,1729709802
405,boca do acre,-8.7522,-67.3978,32.12,56,100,2.64,BR,1729709803
406,berbera,10.4396,45.0143,30.88,59,8,1.76,SO,1729709804
407,vilhena,-12.7406,-60.1458,28.12,69,40,1.03,BR,1729709805
408,road town,18.4167,-64.6167,30.02,74,40,2.57,VG,1729709806
409,nova vicosa,-17.8919,-39.3719,26.92,69,0,6.16,BR,1729709807
410,nasir,15.5894,32.5634,34.97,31,100,0.54,SD,1729709809
411,kargopol',61.5071,38.9456,7.25,88,100,3.74,RU,1729709810
412,khash,28.2211,61.2158,21.65,40,0,1.42,IR,1729709811
413,paredon,16.0333,-93.8667,32.62,54,100,4.78,MX,1729709812
414,sao caetano de odivelas,-0.75,-48.02,29.49,62,99,5.72,BR,1729709813
415,abuja,9.0574,7.4898,21.08,81,63,1.12,NG,1729709717
416,callao,-12.0667,-77.15,21.16,68,40,3.09,PE,1729709815
417,mohyliv-podilskyi,48.446,27.7982,10.44,74,33,2.99,UA,1729709816
418,kenora,49.8167,-94.4337,3.54,65,75,6.17,CA,1729709818
419,wuwei,37.9281,102.6414,10.56,27,0,1.25,CN,1729709819
420,toulepleu guere,6.574,-8.4259,22.98,97,100,1.19,CI,1729709820
421,piti village,13.4626,144.6933,27.49,88,20,3.6,GU,1729709821
422,burang,30.25,81.1667,-0.69,64,13,1.87,CN,1729709822
423,vilyuysk,63.7553,121.6247,-11.87,93,100,3.75,RU,1729709823
424,urengoy,65.9667,78.3667,-11.84,87,100,5.48,RU,1729709824
425,pariaman,-0.619,100.12,24.03,85,100,1.91,ID,1729709825
426,cole harbour,44.6724,-63.4751,16.77,89,100,4.12,CA,1729709762
427,mandera,3.9366,41.867,30.21,47,18,3.93,KE,1729709828
428,casas grandes,30.3667,-107.95,29.18,21,5,2.99,MX,1729709829
429,sovetskaya gavan',48.9723,140.2878,5.28,89,100,7.11,RU,1729709831
430,hit,33.6416,42.8251,16.95,25,0,3.78,IQ,1729709833
431,sale,34.0389,-6.8166,21.38,78,75,0.0,MA,1729709835
432,betio village,1.358,172.9211,27.02,74,62,6.3,KI,1729709836
433,nantucket,41.2835,-70.0995,19.06,77,0,5.14,US,1729709760
434,whangarei,-35.7317,174.3239,10.9,91,19,0.89,NZ,1729709838
435,labinsk,44.6342,40.7356,8.29,84,19,2.4,RU,1729709839
436,aral,40.5156,81.2636,12.72,18,65,1.84,CN,1729709840
437,tegal,-6.8694,109.1402,25.78,75,100,3.05,ID,1729709841
438,labytnangi,66.6572,66.4183,-1.79,97,100,4.37,RU,1729709843
439,masina,-4.3836,15.3914,26.77,74,100,0.78,CD,1729709701
440,polyarnyy,69.1989,33.4478,2.8,90,19,3.04,RU,1729709845
441,tamandare,-8.7597,-35.1047,26.79,66,69,4.41,BR,1729709846
442,nadym,65.5333,72.5167,-3.07,93,100,8.09,RU,1729709847
443,broome,42.2506,-75.833,24.38,34,0,8.23,US,1729709849
444,angaur state,6.906,134.13,28.56,76,100,3.73,PW,1729709850
445,vernon,50.2581,-119.2691,9.31,70,7,1.03,CA,1729709851
446,inarajan village,13.2736,144.7484,27.54,82,99,6.96,GU,1729709852
447,mossel bay,-34.1831,22.146,16.96,89,2,6.16,ZA,1729709853
448,tinajo,29.0788,-13.7081,21.49,83,20,4.63,ES,1729709854
449,yeppoon,-23.1333,150.7333,20.43,91,0,1.96,AU,1729709855
450,sao joao da barra,-21.6403,-41.0511,31.05,82,8,9.94,BR,1729709856
451,tvoroyri,61.5556,-6.8111,11.19,91,100,15.31,FO,1729709858
452,magistral'nyy,56.1725,107.4458,-3.5,83,88,3.51,RU,1729709859
453,severnoye,56.3491,78.3619,3.84,81,98,4.65,RU,1729709860
454,chimore,-16.9833,-65.1333,32.06,50,99,1.7,BO,1729709861
455,chilca,-12.5211,-76.7372,18.74,83,77,3.55,PE,1729709862
456,kununurra,-15.7667,128.7333,24.99,94,3,0.51,AU,1729709864
457,qui nhon,13.7667,109.2333,23.49,89,100,3.22,VN,1729709865
458,darovskoy,58.77,47.9564,6.71,82,100,2.51,RU,1729709866
459,laguna,38.421,-121.4238,22.81,43,0,2.06,US,1729709867
460,wabag,-5.4781,143.7021,14.27,99,100,0.28,PG,1729709868
461,fort st. john,56.2499,-120.8529,4.94,52,75,12.35,CA,1729709624
462,taltal,-25.4,-70.4833,19.52,54,12,2.41,CL,1729709870
463,palapag,12.5458,125.1147,25.45,87,100,4.1,PH,1729709871
464,mount isa,-20.7333,139.5,16.87,45,67,0.0,AU,1729709873
465,yangambi,0.8102,24.4336,21.92,97,100,0.41,CD,1729709874
466,queenstown,-31.8976,26.8753,12.97,85,7,0.9,ZA,1729709875
467,pitimbu,-7.4706,-34.8086,26.55,67,56,6.05,BR,1729709876
468,labrador city,52.9463,-66.9114,14.95,66,100,29.95,CA,1729709877
469,torghay,49.6339,63.4981,7.94,61,100,5.9,KZ,1729709878
470,praia,14.9215,-23.5087,27.3,74,20,5.14,CV,1729709762
471,gizo,-8.103,156.8419,27.33,79,100,3.95,SB,1729709880
472,mazagao,-0.115,-51.2894,35.03,37,100,3.43,BR,1729709882
473,portland,45.5234,-122.6762,11.3,88,100,1.54,US,1729709713
474,seven pagodas,12.6264,80.1722,28.24,66,76,0.63,IN,1729709884
475,qom,34.6401,50.8764,10.91,55,0,5.89,IR,1729709598
476,kashkhatau,43.3185,43.608,6.31,68,15,1.67,RU,1729709886
477,huarmey,-10.0681,-78.1522,21.33,75,22,5.18,PE,1729709820
478,tamanrasset,22.785,5.5228,26.95,18,0,3.09,DZ,1729709888
479,nerchinsk,51.9833,116.5833,-7.67,95,100,1.79,RU,1729709890
480,amalapuram,16.5833,82.0167,22.58,80,100,1.29,IN,1729709891
481,upata,8.0086,-62.3989,34.19,35,77,3.66,VE,1729709892
482,mosfellsbaer,64.1667,-21.7,7.08,63,75,3.6,IS,1729709893
483,san luis,-33.295,-66.3356,14.01,93,98,6.65,AR,1729709894
484,aioun,16.6614,-9.6149,32.98,14,0,4.34,MR,1729709895
485,daru,-9.0763,143.2092,24.78,75,100,4.85,PG,1729709896
486,jolo,6.05,121.0167,26.17,90,100,2.43,PH,1729709898
487,babolsar,36.7025,52.6576,15.9,60,100,2.0,IR,1729709899
488,port blair,11.6667,92.75,26.02,94,75,1.03,IN,1729709900
489,lihue,21.9789,-159.3672,25.77,87,40,1.54,US,1729709901
490,lakatoro,-16.0999,167.4164,25.33,83,10,1.84,VU,1729710386
491,priargunsk,50.3691,119.1012,-1.98,86,99,2.22,RU,1729710387
492,moapa valley,36.5805,-114.4703,27.63,16,0,0.73,US,1729710388
493,crieff,56.3727,-3.8389,11.53,92,100,3.57,GB,1729710389
494,cidade velha,14.9167,-23.6167,26.26,78,20,4.63,CV,1729710390
495,talakan,50.3167,130.3667,-2.87,72,10,3.19,RU,1729710391
496,tefe,-3.3542,-64.7114,33.06,55,40,4.12,BR,1729710392
497,dabakala,8.3667,-4.4333,25.1,90,100,1.75,CI,1729710395
498,eyl,7.9803,49.8164,26.64,84,34,6.9,SO,1729710396
499,berlin,52.5244,13.4105,14.48,78,99,1.34,DE,1729710328
500,miandrivazo,-19.5167,45.4667,27.25,56,76,0.3,MG,1729710530
501,minot air force base,48.4209,-101.3391,15.05,36,0,9.26,US,1729710532
502,srandakan,-7.9386,110.2506,26.04,80,100,1.69,ID,1729710533
503,marshalltown,42.0494,-92.908,15.21,46,0,5.14,US,1729710534
504,es castell,39.8795,4.2854,18.38,88,20,2.57,ES,1729710535
505,cova figueira,14.8905,-24.2934,20.22,80,38,4.35,CV,1729710536
506,paita,-5.0892,-81.1144,21.69,73,48,7.51,PE,1729710392
507,quatre cocos,-20.2078,57.7625,23.38,74,50,9.2,MU,1729710540
508,tsiombe,-25.3,45.4833,24.55,63,47,4.17,MG,1729710435
509,salym,60.0625,71.4789,1.65,98,100,2.76,RU,1729710543
510,griffith,41.5284,-87.4237,17.19,43,0,5.14,US,1729710544
511,manzhouli,49.6,117.4333,-1.37,74,100,2.51,CN,1729710545
512,liman,48.9884,37.8023,10.78,57,0,3.94,UA,1729710546
513,kaintragarh,20.7167,84.5333,21.98,67,98,2.59,IN,1729710547
514,port macquarie,-31.4333,152.9167,16.15,97,100,0.45,AU,1729710548
515,noshiro,40.2039,140.0242,15.85,76,98,8.19,JP,1729710549
516,xai-xai,-25.0519,33.6442,20.97,89,6,4.02,MZ,1729710550
517,isoka,-10.1606,32.6335,21.9,40,22,1.49,ZM,1729710552
518,alesund,62.4723,6.1549,12.08,94,75,11.32,NO,1729710553
519,qingdao,36.0986,120.3719,15.07,49,0,1.08,CN,1729710555
520,pangody,65.85,74.4859,-6.01,94,100,7.26,RU,1729710556
521,moyynkum,44.2914,72.9469,8.94,63,93,1.33,KZ,1729710557
522,tibro,58.4245,14.1616,10.43,82,100,2.68,SE,1729710558
523,ta`u,-14.2336,-169.5144,25.4,91,100,8.25,AS,1729710559
524,male,4.1748,73.5089,27.96,78,69,6.58,MV,1729710560
525,mar del plata,-38.0023,-57.5575,18.01,88,0,4.12,AR,1729710382
526,luanco,43.6152,-5.7934,17.89,87,0,0.45,ES,1729710563
527,uglegorsk,49.0833,142.0333,10.65,87,100,6.0,RU,1729710564
528,kachug,53.9606,105.8817,-1.58,79,100,1.91,RU,1729710565
529,ban karon,7.8477,98.2985,29.88,86,99,3.85,TH,1729710566
530,bubaque,11.2833,-15.8333,28.19,76,43,3.24,GW,1729710567
531,nogliki,51.8333,143.1667,6.86,98,100,10.1,RU,1729710568
532,hazorasp,41.3194,61.0742,10.76,50,2,2.87,UZ,1729710570
533,nuevo ideal,24.8875,-105.0728,24.42,29,1,3.06,MX,1729710571
534,osh,40.5151,72.8083,9.36,93,75,0.0,KG,1729710572
535,lake monticello,37.9232,-78.3347,27.56,47,0,0.89,US,1729710573
536,nili,33.7218,66.1302,11.62,49,14,0.47,AF,1729710574
537,hargeysa,9.56,44.065,23.57,44,64,4.26,SO,1729710283
538,harran,36.86,39.0314,15.11,26,0,3.31,TR,1729710576
539,palikir - national government center,6.9248,158.1611,28.63,71,100,6.41,FM,1729710578
540,naracoorte,-36.9579,140.7383,8.83,80,93,3.35,AU,1729710579
541,santa barbara,34.7333,-120.0343,29.02,28,0,2.4,US,1729710427
542,kourou,5.1552,-52.6478,27.41,75,100,3.05,GF,1729710581
543,porto novo,6.4965,2.6036,26.24,84,89,2.65,BJ,1729710582
544,adis zemen,12.1167,37.7833,15.93,88,49,0.8,ET,1729710583
545,sandnessjoen,66.0217,12.6316,6.06,93,75,2.57,NO,1729710584
546,tionk essil,12.7856,-16.5217,26.65,83,71,3.74,SN,1729710585
547,geringswalde,51.0833,12.9167,8.05,93,2,2.98,DE,1729710587
548,pacific grove,36.6177,-121.9166,20.79,74,0,4.02,US,1729710588
549,kristiansund,63.1115,7.732,12.36,87,75,10.29,NO,1729710589
550,chhor,25.5167,69.7667,30.91,28,0,3.86,PK,1729710590
551,khanty-mansiysk,61.0042,69.0019,2.06,100,100,3.0,RU,1729710591
552,buchanan,5.8808,-10.0467,25.31,89,100,3.43,LR,1729710592
553,zeya,53.75,127.2667,-8.66,92,93,1.53,RU,1729710593
554,ain sefra,32.75,-0.5833,19.02,38,100,2.32,DZ,1729710595
555,lukolela,-1.0605,17.1821,23.78,93,100,0.88,CD,1729710596
556,fazilka,30.4,74.0333,24.52,24,0,1.13,IN,1729710597
557,tamala,52.541,43.2515,11.32,62,100,7.88,RU,1729710598
558,ruteng,-8.6136,120.4721,16.73,80,6,0.68,ID,1729710599
559,illela,13.7292,5.2975,34.22,19,40,4.04,NG,1729710600
560,irtyshsk,53.3333,75.4572,4.21,61,97,5.55,KZ,1729710601
561,marco,25.9726,-81.729,30.57,57,3,5.3,US,1729710603
562,hawkesbury,45.6001,-74.616,17.9,61,100,6.0,CA,1729710604
563,peterhead,57.5058,-1.7981,11.9,87,100,9.69,GB,1729710604
564,al khaburah,23.9886,57.0984,29.12,68,3,1.58,OM,1729710606
565,puerto aysen,-45.4,-72.7,20.32,50,8,2.38,CL,1729710607
566,don sak,9.3168,99.6918,26.49,79,100,0.6,TH,1729710608
567,mao,39.8885,4.2658,18.31,88,20,2.57,ES,1729710609
568,asbe teferi,9.0833,40.8667,19.42,48,42,1.61,ET,1729710610
569,zhengjiatun,43.5064,123.5064,4.01,71,6,3.79,CN,1729710581
570,fassberg,52.9,10.1667,5.01,93,100,0.51,DE,1729710613
571,viedma,-40.8135,-62.9967,28.28,22,100,8.23,AR,1729710614
572,pontal do parana,-25.6533,-48.5128,23.66,91,100,0.89,BR,1729710615
573,lae,-6.7221,146.9847,22.99,93,100,0.33,PG,1729710555
574,bahia de kino,28.8333,-111.9333,30.58,36,1,2.42,MX,1729710617
575,kondoa,-4.9,35.7833,22.31,51,13,3.95,TZ,1729710618
576,shenjiamen,29.9576,122.298,18.25,68,0,6.89,CN,1729710621
577,brokopondo,4.75,-55.1667,31.31,60,78,4.06,SR,1729710622
578,karratha,-20.7377,116.8463,28.35,39,100,3.4,AU,1729710623
